ICSID.caseno,DISPUTE.icsid_caseno,ICSID.id,DISPUTE.id
ARB/13/7,ARB/13/7,204.0,2062.0
ARB/13/6,ARB/13/6,207.0,5403.0
ARB/13/8,ARB/13/8,205.0,2073.0
ARB/13/9,,203.0,
ARB/13/10,ARB/13/10,202.0,2123.0
ARB/13/11,ARB/13/11,201.0,2127.0
ARB/13/12,ARB/13/12,200.0,2160.0
ARB/13/14,,198.0,
ARB/13/16,,196.0,
ARB/13/17,ARB/13/17,195.0,2171.0
ARB/13/18,,194.0,
UNCT/15/2,UNCT/15/2,192.0,1606.0
ARB/13/19,ARB/13/19,193.0,2221.0
ARB/13/20,ARB/13/20,191.0,3379.0
ARB/13/22,ARB/13/22,188.0,2230.0
UNCT/14/2,UNCT/14/2,187.0,1625.0
ARB/13/21,ARB/13/21,189.0,2235.0
ARB/13/23,,186.0,
ARB/13/24,,185.0,
ARB/13/13,ARB/13/13,190.0,2131.0
ARB/13/13,ARB/13/13,199.0,2131.0
ARB/13/25,,184.0,
ARB/13/27,ARB/13/27,182.0,2068.0
UNCT/13/2,UNCT/13/2,180.0,2110.0
ARB/13/29,,178.0,
ARB/13/30,ARB/13/30,177.0,2317.0
ARB/13/33,ARB/13/33,174.0,2770.0
ARB/13/33,ARB/13/33,165.0,2770.0
ARB/13/31,,176.0,
ARB/13/32,ARB/13/32,175.0,2516.0
ARB/13/34,,173.0,
ARB/13/35,,172.0,
ARB/13/36,ARB/13/36,171.0,5721.0
ARB/13/37,,170.0,
ARB/13/38,,169.0,
ARB/14/1,,167.0,
ARB/14/2,ARB/14/2,166.0,2848.0
UNCT/15/3,UNCT/15/3,168.0,2959.0
UNCT/15/3,UNCT/15/3,159.0,2959.0
ARB/14/4,ARB/14/4,163.0,2456.0
ARB/14/3,ARB/14/3,164.0,5739.0
ARB/14/5,ARB/14/5,162.0,2258.0
ARB/14/6,,161.0,
ARB(AF)/14/1,,157.0,
ARB/14/8,ARB/14/8,158.0,2463.0
ARB/14/12,,153.0,
ARB/14/11,ARB/14/11,154.0,2585.0
ARB/14/10,ARB/14/10,155.0,2558.0
ARB(AF)/14/2,,151.0,
ARB/14/15,ARB/14/15,149.0,2723.0
ARB/14/16,,148.0,
ARB/14/17,,147.0,
ARB(AF)/14/3,ARB(AF)/14/3,146.0,2690.0
ARB/14/19,,144.0,
ARB/14/18,,145.0,
ARB/14/20,,143.0,
ARB/14/21,,142.0,
ARB/14/22,ARB/14/22,141.0,3688.0
ARB/14/23,,140.0,
ARB/14/24,ARB/14/24,139.0,3147.0
ARB/14/25,ARB/14/25,138.0,5391.0
ARB/14/30,ARB/14/30,133.0,5904.0
ARB/14/31,,132.0,
ARB/14/29,,134.0,
ARB/14/32,,131.0,
ARB/14/33,,130.0,
ARB/14/35,,128.0,
ARB/14/34,,129.0,
ARB/15/1,,127.0,
ARB/15/4,,123.0,
ARB/15/2,,126.0,
UNCT/15/1,UNCT/15/1,124.0,5183.0
ARB/15/3,,125.0,
ARB/15/5,,122.0,
ARB/15/7,,120.0,
ARB/15/8,,119.0,
ARB/15/6,ARB/15/6,121.0,3198.0
ARB/15/9,,118.0,
ARB/15/12,,115.0,
ARB/15/11,,116.0,
ARB/15/13,,114.0,
ARB/15/10,,117.0,
ARB/15/15,,112.0,
ARB/15/16,,111.0,
ARB/15/17,,110.0,
ARB/15/18,ARB/15/18,109.0,5954.0
ARB/15/19,,108.0,
ARB/15/20,,107.0,
ARB/15/25,,102.0,
ARB/15/22,ARB/15/22,105.0,3907.0
ARB/15/24,,103.0,
ARB/15/23,,104.0,
ARB/15/27,,100.0,
ARB/15/29,ARB/15/29,98.0,3974.0
ARB/15/26,ARB/15/26,101.0,3780.0
ARB/15/28,ARB/15/28,99.0,3958.0
ARB/15/30,,97.0,
ARB/15/32,,94.0,
ARB(AF)/15/1,,96.0,
ARB/15/31,ARB/15/31,95.0,4721.0
ARB/15/34,,92.0,
ARB/15/35,,91.0,
ARB/15/33,,93.0,
ARB/15/37,,89.0,
ARB/15/39,,87.0,
ARB/15/40,,86.0,
ARB/15/38,,88.0,
ARB/15/42,,84.0,
ARB/15/43,,83.0,
ARB/15/44,ARB/15/44,82.0,3996.0
ARB/15/41,,85.0,
ARB/15/45,,81.0,
ARB/15/48,,78.0,
ARB/15/47,,79.0,
ARB/15/46,,80.0,
ARB/16/1,ARB/16/1,74.0,5576.0
ARB(AF)/15/2,ARB(AF)/15/2,75.0,3828.0
ARB/15/50,ARB/15/50,76.0,5895.0
ARB/15/49,,77.0,
ARB/16/2,,73.0,
ARB/16/4,,71.0,
ARB/16/5,,70.0,
ARB/16/3,,72.0,
ARB/16/9,ARB/16/9,66.0,5327.0
ARB/16/10,,65.0,
ARB/16/33,,35.0,
ARB/16/34,ARB/16/34,34.0,4475.0
ARB/16/35,,33.0,
ARB/16/36,,32.0,
ARB/16/38,,30.0,
ARB/16/6,,69.0,
ARB/16/7,,68.0,
ARB/16/8,,67.0,
ARB/16/12,ARB/16/12,63.0,5879.0
ARB/16/13,ARB/16/13,62.0,3972.0
ARB/16/11,,64.0,
CONC/16/1,,58.0,
ARB/16/15,,60.0,
ARB(AF)/16/1,,59.0,
ARB/16/14,,61.0,
ARB(AF)/16/2,ARB(AF)/16/2,57.0,4061.0
ARB/16/18,,54.0,
ARB/16/16,ARB/16/16,56.0,4695.0
ARB/16/17,,55.0,
ARB/16/19,,53.0,
ARB/16/20,ARB/16/20,52.0,5408.0
ARB/16/40,ARB/16/40,28.0,4860.0
ARB/17/1,,24.0,
ARB/17/2,ARB/17/2,23.0,5156.0
ARB(AF)/17/1,,25.0,
ARB/16/42,,26.0,
ARB/17/5,ARB/17/5,20.0,5158.0
ARB/17/6,ARB/17/6,19.0,5331.0
ARB/17/3,,22.0,
ARB/17/4,ARB/17/4,21.0,5160.0
ARB/17/7,,18.0,
ARB/17/8,ARB/17/8,17.0,5412.0
ARB/17/9,,16.0,
ARB/17/10,ARB/17/10,15.0,5591.0
ARB/17/11,ARB/17/11,13.0,5015.0
ADHOC/17/1,ADHOC/17/1,14.0,5776.0
ARB/17/12,ARB/17/12,12.0,5750.0
ARB/17/13,,11.0,
ARB/17/14,,10.0,
ARB/17/15,ARB/17/15,9.0,5925.0
ARB/17/16,ARB/17/16,8.0,5933.0
ARB/17/17,ARB/17/17,7.0,5935.0
ARB/17/18,ARB/17/18,6.0,5939.0
ARB/17/23,,1.0,
ARB(AF)/16/5,,36.0,
ARB(AF)/16/4,,40.0,
ARB/16/37,,31.0,
ARB/74/2,ARB/74/2,801.0,3497.0
ARB/74/2,ARB/74/2,791.0,3497.0
ARB/04/20,ARB/04/20,548.0,3595.0
ARB/74/1,ARB/74/1,802.0,3503.0
ARB/74/1,ARB/74/1,792.0,3503.0
ARB/74/4,ARB/74/4,799.0,3335.0
ARB/74/3,ARB/74/3,800.0,3250.0
ARB/74/3,ARB/74/3,790.0,3250.0
ARB/78/1,ARB/78/1,795.0,3568.0
CONC/82/1,CONC/82/1,784.0,3324.0
CONC/82/1,CONC/82/1,774.0,3324.0
ARB/83/1,ARB/83/1,782.0,3298.0
ARB/83/2,ARB/83/2,780.0,3545.0
CONC/83/1,CONC/83/1,779.0,3506.0
CONC/83/1,CONC/83/1,779.0,3291.0
ARB/84/1,ARB/84/1,778.0,3461.0
ARB/84/2,ARB/84/2,777.0,3430.0
ARB/17/20,,4.0,
ARB/17/21,ARB/17/21,3.0,5994.0
ARB/17/22,ARB/17/22,2.0,6162.0
ARB/86/1,ARB/86/1,771.0,3394.0
ARB/87/1,ARB/87/1,770.0,3318.0
ARB/89/1,ARB/89/1,766.0,3365.0
ARB/92/2,ARB/92/2,764.0,3326.0
ARB/96/2,ARB/96/2,753.0,3353.0
ARB/97/3,ARB/97/3,743.0,309.0
ARB/97/3,ARB/97/3,733.0,309.0
ARB(AF)/98/1,ARB(AF)/98/1,735.0,612.0
ARB(AF)/98/1,ARB(AF)/98/1,725.0,612.0
ARB/97/8,ARB/97/8,736.0,3420.0
ARB/98/1,,734.0,
ARB/98/1,,724.0,
ARB/97/7,ARB/97/7,737.0,641.0
ARB/98/4,ARB/98/4,723.0,1162.0
ARB/98/4,ARB/98/4,713.0,1162.0
ARB(AF)/98/2,ARB(AF)/98/2,719.0,1155.0
ARB/98/6,,721.0,
ARB/98/7,ARB/98/7,720.0,3455.0
ARB/98/7,ARB/98/7,720.0,3456.0
ARB/98/7,ARB/98/7,710.0,3455.0
ARB/98/7,ARB/98/7,710.0,3456.0
ARB/98/5,ARB/98/5,722.0,776.0
ARB/98/5,ARB/98/5,712.0,776.0
ARB/98/8,ARB/98/8,715.0,3292.0
ARB/99/1,,714.0,
ARB(AF)/99/2,ARB(AF)/99/2,702.0,715.0
ARB/99/5,ARB/99/5,703.0,3495.0
ARB/99/5,ARB/99/5,703.0,3494.0
ARB/00/2,ARB/00/2,696.0,702.0
ARB/00/1,ARB/00/1,697.0,3273.0
ARB/99/8,ARB/99/8,698.0,3579.0
ARB/00/6,ARB/00/6,690.0,325.0
ARB/00/6,ARB/00/6,680.0,325.0
ARB/01/6,,674.0,
ARB/01/6,,664.0,
ARB/01/9,ARB/01/9,669.0,3581.0
ARB/01/9,ARB/01/9,659.0,3581.0
ARB/01/8,ARB/01/8,670.0,288.0
ARB/01/12,ARB/01/12,663.0,118.0
ARB/02/2,,656.0,
ARB/01/14,ARB/01/14,661.0,469.0
ARB/01/14,ARB/01/14,651.0,469.0
ARB/02/4,ARB/02/4,654.0,3371.0
ARB/02/7,ARB/02/7,649.0,1041.0
ARB/02/13,ARB/02/13,641.0,954.0
ARB/02/17,,633.0,
ARB/02/15,,637.0,
ARB/02/15,,627.0,
ARB/03/2,ARB/03/2,630.0,184.0
ARB/03/2,ARB/03/2,620.0,184.0
ARB/03/4,ARB/03/4,626.0,389.0
ARB/03/5,ARB/03/5,625.0,680.0
ARB/03/5,ARB/03/5,615.0,680.0
ARB/03/8,ARB/03/8,621.0,323.0
ARB/03/11,ARB/03/11,614.0,590.0
ARB/03/9,ARB/03/9,617.0,329.0
ARB/03/9,ARB/03/9,607.0,329.0
ARB/03/16,,603.0,
ARB/03/15,ARB/03/15,609.0,382.0
ARB/03/21,,600.0,
ARB/03/23,ARB/03/23,597.0,372.0
ARB/03/24,ARB/03/24,595.0,857.0
ARB/03/30,,586.0,
ARB/03/28,ARB/03/28,588.0,3399.0
ARB/04/6,ARB/04/6,572.0,770.0
ARB/04/8,ARB/04/8,571.0,172.0
ARB/04/10,ARB/04/10,567.0,3593.0
ARB/04/13,ARB/04/13,564.0,587.0
ARB/04/13,ARB/04/13,554.0,587.0
ARB/04/16,ARB/04/16,559.0,2183.0
ARB/04/19,ARB/04/19,550.0,356.0
ARB/05/4,ARB/05/4,542.0,3597.0
ARB/05/4,ARB/05/4,542.0,3598.0
ARB/05/2,,544.0,
ARB/05/3,ARB/05/3,543.0,618.0
ARB/05/9,ARB/05/9,536.0,387.0
ARB/05/11,ARB/05/11,533.0,3608.0
ARB(AF)/05/2,ARB(AF)/05/2,525.0,223.0
ARB/05/22,ARB/05/22,513.0,157.0
ARB/05/21,,514.0,
ARB/05/19,ARB/05/19,517.0,529.0
ARB/05/18,ARB/05/18,519.0,599.0
ARB/06/1,ARB/06/1,509.0,927.0
ARB/05/24,ARB/05/24,510.0,3242.0
ARB/06/3,ARB/06/3,506.0,920.0
ARB/06/6,ARB/06/6,502.0,901.0
ARB/06/13,ARB/06/13,491.0,3628.0
ARB/06/10,ARB/06/10,495.0,3436.0
ARB/06/10,ARB/06/10,485.0,3436.0
ARB/06/16,ARB/06/16,488.0,3453.0
ARB/06/15,ARB/06/15,489.0,116.0
ARB/06/18,ARB/06/18,484.0,614.0
ARB/07/2,,475.0,
ARB/07/4,ARB/07/4,473.0,3638.0
ARB/07/3,ARB/07/3,474.0,3636.0
ARB/07/8,ARB/07/8,466.0,2783.0
ARB/07/12,ARB/07/12,461.0,1108.0
ARB/07/18,ARB/07/18,452.0,3320.0
ARB/07/22,,447.0,
ARB/07/24,ARB/07/24,442.0,527.0
ARB/07/24,ARB/07/24,432.0,527.0
ARB/07/30,ARB/07/30,433.0,321.0
ARB/07/32,,429.0,
ARB(AF)/07/4,ARB(AF)/07/4,428.0,1225.0
ARB/07/29,ARB/07/29,434.0,1016.0
ARB/08/3,ARB/08/3,422.0,174.0
ARB/08/3,ARB/08/3,412.0,174.0
ARB/08/8,ARB/08/8,416.0,565.0
ARB/08/9,,415.0,
ARB/08/13,,409.0,
ARB/08/15,ARB/08/15,407.0,232.0
ARB/08/15,ARB/08/15,397.0,232.0
ARB/08/19,ARB/08/19,400.0,1579.0
ARB/08/18,ARB/08/18,402.0,660.0
ARB/08/18,ARB/08/18,392.0,660.0
ARB/09/4,ARB/09/4,393.0,1763.0
ARB/09/5,ARB/09/5,391.0,1518.0
ARB/09/10,ARB/09/10,384.0,427.0
ARB/09/8,ARB/09/8,387.0,2277.0
ARB/09/14,,379.0,
ARB/09/16,ARB/09/16,376.0,1516.0
ARB/09/20,ARB/09/20,368.0,1136.0
ARB/10/2,ARB/10/2,360.0,2078.0
ARB/09/22,,365.0,
ARB/09/22,,355.0,
ARB/10/5,ARB/10/5,353.0,1096.0
ARB/10/6,ARB/10/6,352.0,937.0
ARB/10/10,ARB/10/10,347.0,3336.0
ARB/10/12,ARB/10/12,344.0,1046.0
ARB/10/13,ARB/10/13,343.0,101.0
ARB/10/13,ARB/10/13,333.0,101.0
ARB/10/22,ARB/10/22,328.0,2219.0
ARB/10/22,ARB/10/22,318.0,2219.0
ARB/10/24,ARB/10/24,321.0,2560.0
ARB/11/2,,316.0,
ARB/11/1,ARB/11/1,317.0,2250.0
ARB/11/3,,315.0,
ARB(AF)/11/1,ARB(AF)/11/1,313.0,2532.0
ARB/11/6,ARB/11/6,310.0,2301.0
ARB/11/5,ARB/11/5,312.0,2406.0
ARB/11/8,,308.0,
ARB/11/31,,273.0,
ARB/12/4,ARB/12/4,267.0,2052.0
ARB(AF)/12/2,ARB(AF)/12/2,264.0,1968.0
CONC(AF)/12/1,,257.0,
ARB/12/15,ARB/12/15,249.0,2101.0
ARB/12/16,ARB/12/16,247.0,1656.0
ARB/12/21,ARB/12/21,241.0,1941.0
ARB/12/27,ARB/12/27,232.0,1511.0
ARB(AF)/12/6,ARB(AF)/12/6,230.0,2020.0
ARB/12/30,ARB/12/30,228.0,2268.0
ARB/13/3,ARB/13/3,211.0,2129.0
ARB/13/4,ARB/13/4,209.0,2151.0
ARB/13/15,,197.0,
ARB/13/26,ARB/13/26,183.0,2252.0
ARB/13/28,ARB/13/28,181.0,2242.0
ARB(AF)/13/2,ARB(AF)/13/2,179.0,2291.0
ARB/14/7,,160.0,
ARB/14/9,,156.0,
ARB/14/13,,152.0,
ARB/14/14,ARB/14/14,150.0,3210.0
ARB/14/27,,136.0,
ARB/14/26,,137.0,
ARB/15/14,ARB/15/14,113.0,3989.0
ARB/15/21,ARB/15/21,106.0,3792.0
ARB/15/36,ARB/15/36,90.0,3998.0
ARB/16/39,,29.0,
ARB/17/19,ARB/17/19,5.0,5973.0
,,,1945.0
,,,3257.0
,,,106.0
,,,3258.0
,,,3256.0
,,,2515.0
,,,2544.0
,,,2354.0
,,,1169.0
,,,1545.0
,,,3027.0
,,,1445.0
,,,1153.0
,,,3947.0
,,,1797.0
,,,1132.0
,,,1130.0
,,,2988.0
,,,1122.0
,,,3800.0
,,,2408.0
,,,1074.0
,,,1072.0
,,,2410.0
,,,4213.0
,,,3252.0
,,,3251.0
,,,1033.0
,,,1066.0
,,,2284.0
,,,4034.0
,,,3873.0
,,,3661.0
,,,1179.0
,,,2055.0
,,,982.0
,,,961.0
,,,4025.0
,,,1196.0
,,,946.0
,,,969.0
,,,1543.0
,,,1712.0
,,,915.0
,,,903.0
,,,2044.0
,,,4088.0
,,,860.0
,,,863.0
,,,2404.0
,,,1282.0
,,,823.0
,,,3984.0
,,,816.0
,,,781.0
,,,2038.0
,,,1222.0
,,,3819.0
,,,1924.0
,,,759.0
,,,2640.0
,,,756.0
,,,753.0
,,,750.0
,,,743.0
,,,732.0
,,,1921.0
,,,1920.0
,,,3022.0
,,,2946.0
,,,2797.0
,,,725.0
,,,2307.0
,,,2546.0
,,,683.0
,,,1191.0
,,,2370.0
,,,665.0
,,,2034.0
,,,3044.0
,,,628.0
,,,2542.0
,,,1904.0
,,,610.0
,,,1547.0
,,,1185.0
,,,4187.0
,,,604.0
,,,2262.0
,,,3375.0
,,,593.0
,,,2467.0
,,,3377.0
,,,2581.0
,,,1581.0
,,,577.0
,,,1492.0
,,,3389.0
,,,571.0
,,,3062.0
,,,4263.0
,,,4209.0
,,,3895.0
,,,3879.0
,,,2626.0
,,,474.0
,,,459.0
,,,452.0
,,,2850.0
,,,487.0
,,,423.0
,,,1706.0
,,,419.0
,,,412.0
,,,409.0
,,,2360.0
,,,2579.0
,,,3766.0
,,,366.0
,,,3024.0
,,,3411.0
,,,2587.0
,,,2275.0
,,,2303.0
,,,351.0
,,,3054.0
,,,3029.0
,,,3961.0
,,,4206.0
,,,1177.0
,,,3039.0
,,,3034.0
,,,3407.0
,,,281.0
,,,279.0
,,,2070.0
,,,236.0
,,,4191.0
,,,3784.0
,,,230.0
,,,227.0
,,,1962.0
,,,1935.0
,,,200.0
,,,188.0
,,,3443.0
,,,1933.0
,,,2465.0
,,,2076.0
,,,169.0
,,,151.0
,,,168.0
,,,155.0
,,,138.0
,,,2637.0
,,,3255.0
,,,103.0
,,,1824.0
,,,2869.0
,,,2480.0
,,,143.0
,,,2032.0
,,,2185.0
,,,1527.0
,,,4177.0
,,,5142.0
,,,1812.0
,,,3875.0
,,,5713.0
,,,4952.0
,,,5595.0
,,,5594.0
,,,2735.0
,,,6179.0
,,,5929.0
,,,5716.0
,,,5569.0
,,,4422.0
,,,4904.0
,,,4948.0
,,,5687.0
,,,4785.0
,,,4736.0
,,,4381.0
,,,4288.0
,,,5572.0
,,,4414.0
,,,3153.0
,,,5893.0
,,,5410.0
,,,510.0
,,,5598.0
,,,5421.0
,,,5401.0
,,,4750.0
,,,4430.0
,,,4858.0
,,,3775.0
,,,5923.0
,,,249.0
,,,6198.0
,,,123.0
,,,5168.0
,,,4740.0
,,,4748.0
,,,5749.0
,,,4365.0
,2015-05,,3659.0
,AA 227,,1175.0
,2013-22,,1585.0
,AA 228,,1151.0
,2013-34,,4254.0
,2013-6,,1903.0
,"HA/RK 2004, 788",,1200.0
,"HA/RK 2004, 667",,1091.0
,2011-06,,2447.0
,2013-15,,2121.0
,UN 7927,,1039.0
,2013-13,,2050.0
,V079/2005,,923.0
,AA280,,918.0
,2015-21,,3970.0
,2012-12,,851.0
,126/2003,,825.0
,UN3467,,761.0
,049/2002,,728.0
,2012-17,,1619.0
,2012-10,,1603.0
,UNCT/14/1,,2693.0
,2009-12,,1898.0
,AA 226,,544.0
,2010-9,,551.0
,2009-11,,534.0
,2011-17,,518.0
,2015-36,,4224.0
,2016/082,,4179.0
,2013-01,,3195.0
,"UN3481, UNCITRAL",,393.0
,2010-5,,2264.0
,088/2004,,368.0
,"2010-21, UNCITRAL",,362.0
,"2010-13, UNCITRAL",,361.0
,2012-25,,354.0
,2009-04,,1588.0
,2009-23,,257.0
,34877,,251.0
,V091/2012,,2634.0
,97/1996,,149.0
,080/2004,,140.0
,080/2005,,79.0
,V,,65.0
,V,,2358.0
,2014-30,,3826.0
,2013-12,,2564.0
,ARB/17/,,5565.0
,2014-34,,5388.0
,2013-29,,2256.0
,2016-13,,4369.0
,AA662,,5589.0
,SCC EA 2017/092,,5986.0
,2015-34,,4032.0
,2012-06,,4327.0
,2012-16,,1198.0
,2016-17,,2698.0
,2009-21,,541.0
,2016-21,,5151.0
,V 2015/014,,5417.0
,55798,,471.0
,V 062/2012,,2082.0
, V 2014/023,,5586.0
,2016-7,,5709.0
,2010-18,,177.0
,V 2014/181,,5415.0
